iterations,factors,regularization,explicit_false,positive_only,precision@10,recall@10,hit_rate@10,ndcg@10,micro_precision@10,micro_recall@10,micro_f1@10,hits,n_users,n_test
15,20,0.005,True,True,0.04300000000000001,0.0566578970098118,0.3375,0.0619701643368364,0.043,0.05255117629086465,0.04729822631651312,172,400,3273
15,40,0.005,True,True,0.04575,0.05822776253029735,0.3625,0.061265487731490896,0.04575,0.05591200733272227,0.05032311288326688,183,400,3273
15,80,0.005,True,True,0.044750000000000005,0.0592357431832462,0.335,0.06399719515192842,0.04475,0.05468988695386495,0.04922315413172006,179,400,3273
